         558350302 function calls (558344634 primitive calls) in 475.387 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 ed25519.py:18(Ed25519PublicKey)
        1    0.000    0.000    0.000    0.000 ed25519.py:44(Ed25519PrivateKey)
        2    0.000    0.000    0.003    0.002 ed25519.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ed25519.py:77(_Ed25519PrivateKey)
        1    0.000    0.000    0.000    0.000 ed448.py:14(Ed448PublicKey)
        1    0.000    0.000    0.000    0.000 ed448.py:17(_Ed448PublicKey)
        1    0.000    0.000    0.000    0.000 ed448.py:40(Ed448PrivateKey)
        2    0.000    0.000    0.001    0.001 ed448.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ed448.py:80(_Ed448PrivateKey)
        1    0.000    0.000    0.000    0.000 encode_asn1.py:5(<module>)
        1    0.000    0.000    0.001    0.001 encoders.py:5(<module>)
        1    0.000    0.000    0.792    0.792 endpoint.py:15(<module>)
        1    0.000    0.000    0.000    0.000 endpoint.py:272(EndpointCreator)
        1    0.000    0.000    0.000    0.000 endpoint.py:73(Endpoint)
        1    0.000    0.000    0.001    0.001 entities.py:1(<module>)
       29    0.000    0.000    0.001    0.000 enum.py:125(__prepare__)
       29    0.006    0.000    0.015    0.001 enum.py:135(__new__)
       29    0.000    0.000    0.000    0.000 enum.py:152(<dictcomp>)
       29    0.001    0.000    0.002    0.000 enum.py:177(<setcomp>)
      260    0.000    0.000    0.001    0.000 enum.py:18(_is_descriptor)
       44    0.000    0.000    0.000    0.000 enum.py:198(<genexpr>)
      355    0.001    0.000    0.001    0.000 enum.py:26(_is_dunder)
      957    0.002    0.000    0.012    0.000 enum.py:284(__call__)
       29    0.000    0.000    0.000    0.000 enum.py:335(__getattr__)
      355    0.001    0.000    0.001    0.000 enum.py:34(_is_sunder)
        4    0.000    0.000    0.000    0.000 enum.py:354(__iter__)
       25    0.000    0.000    0.000    0.000 enum.py:355(<genexpr>)
       13    0.000    0.000    0.000    0.000 enum.py:360(__members__)
      431    0.002    0.000    0.002    0.000 enum.py:376(__setattr__)
       11    0.000    0.000    0.009    0.001 enum.py:389(_create_)
        1    0.000    0.000    0.000    0.000 enum.py:42(_make_class_unpicklable)
       69    0.000    0.000    0.001    0.000 enum.py:442(_get_mixins_)
       69    0.000    0.000    0.000    0.000 enum.py:453(_find_data_type)
       29    0.000    0.000    0.001    0.000 enum.py:474(_find_new_)
      946    0.001    0.000    0.001    0.000 enum.py:526(__new__)
       18    0.000    0.000    0.000    0.000 enum.py:610(__hash__)
       14    0.000    0.000    0.000    0.000 enum.py:623(name)
       33    0.000    0.000    0.000    0.000 enum.py:628(value)
       10    0.000    0.000    0.011    0.001 enum.py:633(_convert)
       29    0.000    0.000    0.000    0.000 enum.py:64(__init__)
       10    0.001    0.000    0.003    0.000 enum.py:654(<listcomp>)
      120    0.000    0.000    0.000    0.000 enum.py:659(<lambda>)
      355    0.002    0.000    0.004    0.000 enum.py:70(__setitem__)
        1    0.000    0.000    0.000    0.000 enum.py:793(_missing_)
        1    0.000    0.000    0.000    0.000 enum.py:800(_create_pseudo_member_)
        3    0.000    0.000    0.000    0.000 enum.py:830(__or__)
       68    0.001    0.000    0.001    0.000 enum.py:836(__and__)
        4    0.000    0.000    0.000    0.000 enum.py:855(_high_bit)
        1    0.000    0.000    0.000    0.000 enum.py:872(_decompose)
        1    0.000    0.000    0.000    0.000 enum.py:890(<listcomp>)
        2    0.000    0.000    0.000    0.000 enum.py:901(<lambda>)
        5    0.000    0.000    0.000    0.000 enum.py:907(_power_of_two)
        1    0.000    0.000    0.002    0.002 error.py:12(<module>)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 error.py:73(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 errorfactory.py:13(<module>)
        1    0.000    0.000    0.000    0.000 errorfactory.py:17(BaseClientExceptions)
        1    0.000    0.000    0.000    0.000 errorfactory.py:56(ClientExceptionsFactory)
        1    0.000    0.000    0.000    0.000 errors.py:104(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:107(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:4(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:47(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.001    0.001 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:76(InvalidBase64LengthDefect)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:87(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:90(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
        1    0.000    0.000    0.001    0.001 eventstream.py:13(<module>)
        1    0.000    0.000    0.000    0.000 eventstream.py:25(ParserError)
        1    0.000    0.000    0.000    0.000 eventstream.py:290(MessagePrelude)
        1    0.000    0.000    0.000    0.000 eventstream.py:30(DuplicateHeader)
        1    0.000    0.000    0.000    0.000 eventstream.py:331(EventStreamMessage)
        1    0.000    0.000    0.000    0.000 eventstream.py:350(EventStreamHeaderParser)
        1    0.000    0.000    0.000    0.000 eventstream.py:37(InvalidHeadersLength)
        1    0.000    0.000    0.000    0.000 eventstream.py:434(EventStreamBuffer)
        1    0.000    0.000    0.000    0.000 eventstream.py:46(InvalidPayloadLength)
        1    0.000    0.000    0.000    0.000 eventstream.py:533(EventStream)
        1    0.000    0.000    0.000    0.000 eventstream.py:55(ChecksumMismatch)
        1    0.000    0.000    0.000    0.000 eventstream.py:64(NoInitialResponseError)
        1    0.000    0.000    0.000    0.000 eventstream.py:75(DecodeUtils)
        1    0.000    0.000    0.000    0.000 example.py:13(<module>)
        1    0.000    0.000    0.000    0.000 example.py:161(ResponseExampleDocumenter)
        1    0.000    0.000    0.000    0.000 example.py:17(BaseExampleDocumenter)
        1    0.000    0.000    0.000    0.000 example.py:172(RequestExampleDocumenter)
        2    0.000    0.000    0.221    0.110 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:10(_Reasons)
        1    0.000    0.000    0.000    0.000 exceptions.py:101(TimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:103(SSLError)
        1    0.000    0.000    0.000    0.000 exceptions.py:104(ReadTimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:107(ConnectionClosedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:111(ConnectTimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:111(ReadTimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:113(ReadTimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:115(EmptyExpressionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:116(EmptyPoolError)
        2    0.000    0.000    0.000    0.000 exceptions.py:118(ConnectTimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:12(HTTPWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:121(ClosedPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:121(UnknownFunctionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:122(ProxyConnectionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:123(NewConnectionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:126(LocationValueError)
        1    0.000    0.000    0.000    0.000 exceptions.py:126(NoCredentialsError)
        1    0.000    0.000    0.000    0.000 exceptions.py:128(EmptyPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(RequestException)
        1    0.000    0.000    0.000    0.000 exceptions.py:131(LocationParseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:133(ClosedPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:133(PartialCredentialsError)
        1    0.000    0.000    0.000    0.000 exceptions.py:138(LocationValueError)
        1    0.000    0.000    0.023    0.023 exceptions.py:14(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:14(PoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:141(ResponseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:143(CredentialRetrievalError)
        1    0.000    0.000    0.000    0.000 exceptions.py:143(LocationParseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:147(SecurityWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:152(InsecureRequestWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:153(ResponseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:155(UnknownSignatureVersionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:157(SystemTimeWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:159(SecurityWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:162(InsecurePlatformWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:164(ServiceNotInRegionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:164(SubjectAltNameWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:167(ResponseNotChunked)
        1    0.000    0.000    0.000    0.000 exceptions.py:169(InsecureRequestWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:17(PoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:174(BaseEndpointResolverError)
        1    0.000    0.000    0.000    0.000 exceptions.py:174(SystemTimeWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:179(InsecurePlatformWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:184(NoRegionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:184(SNIMissingWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:189(DependencyWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:189(UnknownEndpointError)
        1    0.000    0.000    0.000    0.000 exceptions.py:198(ResponseNotChunked)
        1    0.000    0.000    0.000    0.000 exceptions.py:201(ProfileNotFound)
        1    0.000    0.000    0.000    0.000 exceptions.py:203(BodyNotHttplibCompatible)
        1    0.000    0.000    0.000    0.000 exceptions.py:211(ConfigParseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:212(IncompleteRead)
        1    0.000    0.000    0.000    0.000 exceptions.py:220(ConfigNotFound)
        1    0.000    0.000    0.000    0.000 exceptions.py:229(MissingParametersError)
        1    0.000    0.000    0.000    0.000 exceptions.py:231(InvalidHeader)
        1    0.000    0.000    0.000    0.000 exceptions.py:236(ProxySchemeUnknown)
        1    0.000    0.000    0.000    0.000 exceptions.py:244(ValidationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:245(HeaderParsingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:25(RequestError)
        1    0.000    0.000    0.000    0.000 exceptions.py:25(UnsupportedAlgorithm)
        1    0.000    0.000    0.000    0.000 exceptions.py:253(UnrewindableBodyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:259(ParamValidationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:266(UnknownKeyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:278(RangeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(RequestError)
        1    0.000    0.000    0.000    0.000 exceptions.py:291(UnknownParameterError)
        1    0.000    0.000    0.000    0.000 exceptions.py:30(HTTPError)
        1    0.000    0.000    0.000    0.000 exceptions.py:305(InvalidRegionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:31(AlreadyFinalized)
        1    0.000    0.000    0.000    0.000 exceptions.py:31(BotoCoreError)
        1    0.000    0.000    0.000    0.000 exceptions.py:31(IncompleteExpressionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:316(AliasConflictParameterError)
        1    0.000    0.000    0.000    0.000 exceptions.py:330(UnknownServiceStyle)
        1    0.000    0.000    0.000    0.000 exceptions.py:339(PaginationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:34(ConnectionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:343(OperationNotPageableError)
        1    0.000    0.000    0.000    0.000 exceptions.py:347(ChecksumError)
        1    0.000    0.000    0.000    0.000 exceptions.py:35(AlreadyUpdated)
        1    0.000    0.000    0.000    0.000 exceptions.py:356(UnseekableStreamError)
        1    0.000    0.000    0.000    0.000 exceptions.py:36(SSLError)
        1    0.000    0.000    0.000    0.000 exceptions.py:364(WaiterError)
        1    0.000    0.000    0.000    0.000 exceptions.py:373(IncompleteReadError)
        1    0.000    0.000    0.000    0.000 exceptions.py:379(InvalidExpressionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:38(ProxyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:384(UnknownCredentialError)
        1    0.000    0.000    0.000    0.000 exceptions.py:389(WaiterConfigError)
        1    0.000    0.000    0.000    0.000 exceptions.py:39(NotYetFinalized)
        1    0.000    0.000    0.000    0.000 exceptions.py:394(UnknownClientMethodError)
        1    0.000    0.000    0.000    0.000 exceptions.py:399(UnsupportedSignatureVersionError)
        1    0.000    0.000    0.001    0.001 exceptions.py:4(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:4(HTTPError)
        1    0.000    0.000    0.000    0.000 exceptions.py:4(JMESPathError)
        1    0.000    0.000    0.000    0.000 exceptions.py:404(ClientError)
        1    0.000    0.000    0.000    0.000 exceptions.py:41(ProxyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:41(SSLError)
        1    0.000    0.000    0.000    0.000 exceptions.py:42(SSLError)
        1    0.000    0.000    0.000    0.000 exceptions.py:43(InvalidTag)
        1    0.000    0.000    0.000    0.000 exceptions.py:439(EventStreamError)
        1    0.000    0.000    0.000    0.000 exceptions.py:443(UnsupportedTLSVersionWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:448(ImminentRemovalWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:452(InvalidDNSNameError)
        1    0.000    0.000    0.000    0.000 exceptions.py:46(DecodeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:46(ProxyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:46(Timeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:463(InvalidS3AddressingStyleError)
        1    0.000    0.000    0.000    0.000 exceptions.py:47(InvalidSignature)
        1    0.000    0.000    0.000    0.000 exceptions.py:47(LexerError)
        1    0.000    0.000    0.000    0.000 exceptions.py:471(UnsupportedS3ArnError)
        1    0.000    0.000    0.000    0.000 exceptions.py:479(UnsupportedS3ControlArnError)
        1    0.000    0.000    0.000    0.000 exceptions.py:48(DataNotFoundError)
        1    0.000    0.000    0.000    0.000 exceptions.py:486(InvalidHostLabelError)
        1    0.000    0.000    0.000    0.000 exceptions.py:494(UnsupportedOutpostResourceError)
        1    0.000    0.000    0.001    0.001 exceptions.py:5(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:503(UnsupportedS3AccesspointConfigurationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:509(InvalidEndpointDiscoveryConfigurationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:51(DecodeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:51(InternalError)
        1    0.000    0.000    0.000    0.000 exceptions.py:51(ProtocolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:516(UnsupportedS3ControlConfigurationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:523(InvalidRetryConfigurationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:531(InvalidMaxRetryAttemptsError)
        1    0.000    0.000    0.000    0.000 exceptions.py:539(InvalidRetryModeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:547(InvalidS3UsEast1RegionalEndpointConfigError)
        1    0.000    0.000    0.000    0.000 exceptions.py:55(ConnectTimeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:556(InvalidSTSRegionalEndpointsConfigError)
        1    0.000    0.000    0.000    0.000 exceptions.py:56(ProtocolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:564(StubResponseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:568(StubAssertionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:57(InvalidKey)
        1    0.000    0.000    0.000    0.000 exceptions.py:57(UnknownServiceError)
        1    0.000    0.000    0.000    0.000 exceptions.py:572(UnStubbedResponseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:576(InvalidConfigError)
        1    0.000    0.000    0.000    0.000 exceptions.py:580(InfiniteLoopConfigError)
        1    0.000    0.000    0.000    0.000 exceptions.py:588(RefreshWithMFAUnsupportedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:592(MD5UnavailableError)
        1    0.000    0.000    0.000    0.000 exceptions.py:596(MetadataRetrievalError)
        1    0.000    0.000    0.000    0.000 exceptions.py:600(UndefinedModelAttributeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:604(MissingServiceIdError)
        1    0.000    0.000    0.000    0.000 exceptions.py:616(SSOError)
        1    0.000    0.000    0.000    0.000 exceptions.py:62(MaxRetryError)
        1    0.000    0.000    0.000    0.000 exceptions.py:62(ReadTimeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:620(SSOTokenLoadError)
        1    0.000    0.000    0.000    0.000 exceptions.py:624(UnauthorizedSSOTokenError)
        1    0.000    0.000    0.000    0.000 exceptions.py:632(CapacityNotAvailableError)
        1    0.000    0.000    0.000    0.000 exceptions.py:65(ArityError)
        1    0.000    0.000    0.000    0.000 exceptions.py:66(URLRequired)
        1    0.000    0.000    0.000    0.000 exceptions.py:68(ApiVersionNotFoundError)
        1    0.000    0.000    0.000    0.000 exceptions.py:68(MaxRetryError)
        1    0.000    0.000    0.000    0.000 exceptions.py:7(HTTPError)
        1    0.000    0.000    0.000    0.000 exceptions.py:70(TooManyRedirects)
        1    0.000    0.000    0.000    0.000 exceptions.py:74(MissingSchema)
        1    0.000    0.000    0.000    0.000 exceptions.py:78(InvalidSchema)
        1    0.000    0.000    0.000    0.000 exceptions.py:79(HTTPClientError)
        1    0.000    0.000    0.000    0.000 exceptions.py:8(HTTPWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:8(ParseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:81(HostChangedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:82(InvalidURL)
        1    0.000    0.000    0.000    0.000 exceptions.py:86(ChunkedEncodingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:86(HostChangedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:88(VariadictArityError)
        1    0.000    0.000    0.004    0.004 exceptions.py:9(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:90(ContentDecodingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:90(TimeoutStateError)
        1    0.000    0.000    0.000    0.000 exceptions.py:91(ConnectionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:94(StreamConsumedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:95(InvalidIMDSEndpointError)
        1    0.000    0.000    0.000    0.000 exceptions.py:95(TimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:95(TimeoutStateError)
        1    0.000    0.000    0.000    0.000 exceptions.py:98(RetryError)
        1    0.000    0.000    0.000    0.000 exceptions.py:99(EndpointConnectionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:99(JMESPathTypeError)
        1    0.000    0.000    0.001    0.001 expat.py:1(<module>)
        1    0.002    0.002    0.002    0.002 extensions.py:107(Extensions)
        1    0.000    0.000    0.000    0.000 extensions.py:1080(NameConstraints)
        1    0.000    0.000    0.000    0.000 extensions.py:1162(Extension)
        1    0.000    0.000    0.000    0.000 extensions.py:1201(GeneralNames)
        1    0.000    0.000    0.000    0.000 extensions.py:1238(SubjectAlternativeName)
        1    0.000    0.000    0.000    0.000 extensions.py:1266(IssuerAlternativeName)
        1    0.000    0.000    0.000    0.000 extensions.py:1294(CertificateIssuer)
        1    0.000    0.000    0.000    0.000 extensions.py:1322(CRLReason)
        1    0.000    0.000    0.000    0.000 extensions.py:1350(InvalidityDate)
        1    0.000    0.000    0.000    0.000 extensions.py:1380(PrecertificateSignedCertificateTimestamps)
        1    0.000    0.000    0.000    0.000 extensions.py:142(CRLNumber)
        1    0.000    0.000    0.000    0.000 extensions.py:1423(OCSPNonce)
        1    0.000    0.000    0.000    0.000 extensions.py:1451(IssuingDistributionPoint)
        1    0.000    0.000    0.000    0.000 extensions.py:1581(UnrecognizedExtension)
        1    0.000    0.000    0.000    0.000 extensions.py:170(AuthorityKeyIdentifier)
        1    0.000    0.000    0.000    0.000 extensions.py:273(SubjectKeyIdentifier)
        1    0.000    0.000    0.000    0.000 extensions.py:302(AuthorityInformationAccess)
        1    0.000    0.000    0.000    0.000 extensions.py:334(AccessDescription)
        1    0.000    0.000    0.000    0.000 extensions.py:370(BasicConstraints)
        1    0.000    0.000    0.000    0.000 extensions.py:412(DeltaCRLIndicator)
        1    0.000    0.000    0.000    0.000 extensions.py:440(CRLDistributionPoints)
        1    0.000    0.000    0.000    0.000 extensions.py:476(FreshestCRL)
        1    0.000    0.000    0.099    0.099 extensions.py:5(<module>)
        1    0.000    0.000    0.000    0.000 extensions.py:512(DistributionPoint)
        1    0.000    0.000    0.000    0.000 extensions.py:605(ReasonFlags)
        1    0.000    0.000    0.000    0.000 extensions.py:618(PolicyConstraints)
        1    0.000    0.000    0.000    0.000 extensions.py:679(CertificatePolicies)
        1    0.000    0.000    0.000    0.000 extensions.py:711(PolicyInformation)
       12    0.000    0.000    0.000    0.000 extensions.py:73(_make_sequence_methods)
        1    0.000    0.000    0.000    0.000 extensions.py:761(UserNotice)
        1    0.000    0.000    0.000    0.000 extensions.py:798(NoticeReference)
        1    0.000    0.000    0.000    0.000 extensions.py:834(ExtendedKeyUsage)
        1    0.000    0.000    0.000    0.000 extensions.py:86(DuplicateExtension)
        1    0.000    0.000    0.000    0.000 extensions.py:865(OCSPNoCheck)
        1    0.000    0.000    0.000    0.000 extensions.py:885(PrecertPoison)
        1    0.000    0.000    0.000    0.000 extensions.py:905(TLSFeature)
        1    0.000    0.000    0.000    0.000 extensions.py:92(ExtensionNotFound)
        1    0.000    0.000    0.000    0.000 extensions.py:940(TLSFeatureType)
        3    0.000    0.000    0.000    0.000 extensions.py:951(<genexpr>)
        1    0.000    0.000    0.000    0.000 extensions.py:954(InhibitAnyPolicy)
        1    0.000    0.000    0.000    0.000 extensions.py:98(ExtensionType)
        1    0.000    0.000    0.000    0.000 extensions.py:985(KeyUsage)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.052    0.052 feedparser.py:20(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.001    0.001 fields.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fields.py:125(RequestField)
        1    0.000    0.000    0.000    0.000 fields.py:73(<dictcomp>)
        1    0.000    0.000    0.002    0.002 filepost.py:1(<module>)
        1    0.000    0.000    0.000    0.000 filesystem.py:19(<module>)
        1    0.000    0.000    0.000    0.000 filesystem.py:243(LocalFileSystem)
        1    0.000    0.000    0.000    0.000 filesystem.py:247(__init__)
        1    0.000    0.000    0.000    0.000 filesystem.py:251(_get_instance)
        1    0.000    0.000    0.000    0.000 filesystem.py:316(DaskFileSystem)
        1    0.000    0.000    0.000    0.000 filesystem.py:37(FileSystem)
        1    0.000    0.000    0.000    0.000 filesystem.py:378(S3FSWrapper)
        1    0.000    0.000    0.000    0.000 formatting.py:1103(XFBorder)
        1    0.000    0.000    0.000    0.000 formatting.py:1170(XFBackground)
        1    0.000    0.000    0.000    0.000 formatting.py:1190(XFAlignment)
        1    0.000    0.000    0.000    0.000 formatting.py:1224(XFProtection)
        1    0.000    0.000    0.000    0.000 formatting.py:1243(XF)
        1    0.000    0.000    0.000    0.000 formatting.py:154(EqNeAttrs)
        1    0.000    0.000    0.000    0.000 formatting.py:166(Font)
        1    0.000    0.000    0.000    0.000 formatting.py:332(Format)
        8    0.000    0.000    0.000    0.000 formatting.py:356(__init__)
        8    0.000    0.000    0.000    0.000 formatting.py:459(is_date_format_string)
        1    0.000    0.000    0.000    0.000 formatting.py:9(<module>)
        1    0.000    0.000    0.000    0.000 formula.py:530(FormulaError)
        1    0.000    0.000    0.000    0.000 formula.py:534(Operand)
        1    0.000    0.000    0.000    0.000 formula.py:626(Ref3D)
        1    0.000    0.000    0.000    0.000 formula.py:9(<module>)
        1    0.000    0.000    0.175    0.175 frame.py:414(__init__)
        1    0.000    0.000    0.000    0.000 function.py:42(__call__)
        1    0.000    0.000    0.001    0.001 functions.py:1(<module>)
       26    0.000    0.000    0.000    0.000 functions.py:38(signature)
       26    0.000    0.000    0.000    0.000 functions.py:39(_record_signature)
        1    0.000    0.000    0.000    0.000 functions.py:45(FunctionRegistry)
        1    0.000    0.000    0.001    0.001 functions.py:46(__init__)
        1    0.000    0.000    0.001    0.001 functions.py:50(_populate_function_table)
        1    0.000    0.000    0.000    0.000 functions.py:67(Functions)
        2    0.000    0.000    0.000    0.000 functools.py:186(total_ordering)
        2    0.000    0.000    0.000    0.000 functools.py:189(<setcomp>)
       31    0.000    0.000    0.000    0.000 functools.py:37(update_wrapper)
        4    0.000    0.000    0.000    0.000 functools.py:458(lru_cache)
        4    0.000    0.000    0.000    0.000 functools.py:492(decorating_function)
       27    0.000    0.000    0.000    0.000 functools.py:67(wraps)
        1    0.000    0.000    0.000    0.000 general_name.py:129(DNSName)
        1    0.000    0.000    0.000    0.000 general_name.py:174(UniformResourceIdentifier)
        1    0.000    0.000    0.000    0.000 general_name.py:242(DirectoryName)
        1    0.000    0.000    0.000    0.000 general_name.py:268(RegisteredID)
        1    0.000    0.000    0.000    0.000 general_name.py:294(IPAddress)
        1    0.000    0.000    0.000    0.000 general_name.py:332(OtherName)
        1    0.000    0.000    0.000    0.000 general_name.py:47(UnsupportedGeneralNameType)
        1    0.000    0.000    0.049    0.049 general_name.py:5(<module>)
        1    0.000    0.000    0.000    0.000 general_name.py:53(GeneralName)
        1    0.000    0.000    0.000    0.000 general_name.py:62(RFC822Name)
      596    0.000    0.000    0.001    0.000 generic.py:10(_check)
        1    0.000    0.000    0.001    0.001 generic.py:11343(logical_func)
        4    0.000    0.000    0.000    0.000 generic.py:190(__init__)
        1    0.000    0.000    0.000    0.000 generic.py:238(attrs)
        2    0.000    0.000    0.000    0.000 generic.py:255(_validate_dtype)
