         558350302 function calls (558344634 primitive calls) in 475.387 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 utils.py:466(InstanceMetadataFetcher)
        4    0.000    0.000    0.004    0.001 utils.py:5(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:53(SSEParams)
        1    0.000    0.000    0.000    0.000 utils.py:53(register_interface_if)
        1    0.000    0.000    0.000    0.000 utils.py:54(register_decorator)
        1    0.000    0.000    0.000    0.000 utils.py:85(DocumentedShape)
        1    0.000    0.000    0.000    0.000 utils.py:854(CachedProperty)
       45    0.000    0.000    0.000    0.000 utils.py:862(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:87(InterfaceNotImplemented)
        3    0.000    0.000    0.000    0.000 utils.py:87(__new__)
        1    0.000    0.000    0.000    0.000 utils.py:874(ArgumentGenerator)
      165    0.002    0.000    0.027    0.000 utils.py:97(verify_interface)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        4    0.000    0.000    0.000    0.000 uuid.py:121(__init__)
        1    0.000    0.000    0.002    0.002 uuid.py:45(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:63(SafeUUID)
        1    0.000    0.000    0.000    0.000 uuid.py:69(UUID)
        1    0.000    0.000    0.000    0.000 validate.py:14(<module>)
        1    0.000    0.000    0.000    0.000 validate.py:147(ParamValidator)
        1    0.000    0.000    0.000    0.000 validate.py:286(ParamValidationDecorator)
        8    0.000    0.000    0.000    0.000 validate.py:52(type_check)
        8    0.000    0.000    0.000    0.000 validate.py:53(_create_type_check_guard)
        1    0.000    0.000    0.000    0.000 validate.py:89(ValidationErrors)
        8    0.000    0.000    0.000    0.000 version.py:302(__init__)
        8    0.000    0.000    0.000    0.000 version.py:307(parse)
        8    0.000    0.000    0.000    0.000 version.py:312(<listcomp>)
        3    0.000    0.000    0.000    0.000 version.py:331(_cmp)
        1    0.000    0.000    0.000    0.000 version.py:4(<module>)
        3    0.000    0.000    0.000    0.000 version.py:51(__lt__)
        1    0.000    0.000    0.000    0.000 version.py:7(<module>)
        1    0.000    0.000    0.002    0.002 visitor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 visitor.py:100(TreeInterpreter)
        1    0.000    0.000    0.000    0.000 visitor.py:307(GraphvizVisitor)
        1    0.000    0.000    0.000    0.000 visitor.py:59(Options)
        1    0.000    0.000    0.000    0.000 visitor.py:74(_Expression)
        1    0.000    0.000    0.000    0.000 visitor.py:83(Visitor)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wait.py:14(NoWayToWaitForSocketError)
        2    0.000    0.000    0.068    0.034 waiter.py:13(<module>)
        1    0.000    0.000    0.000    0.000 waiter.py:132(SingleWaiterConfig)
        1    0.000    0.000    0.000    0.000 waiter.py:158(AcceptorConfig)
        1    0.000    0.000    0.000    0.000 waiter.py:20(WaiterDocumenter)
        1    0.000    0.000    0.000    0.000 waiter.py:280(Waiter)
        1    0.000    0.000    0.000    0.000 waiter.py:78(NormalizedOperationMethod)
        1    0.000    0.000    0.000    0.000 waiter.py:89(WaiterModel)
        1    0.000    0.000    0.001    0.001 warnings.py:130(filterwarnings)
        5    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        6    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 warnings.py:453(__init__)
        1    0.000    0.000    0.000    0.000 warnings.py:474(__enter__)
        1    0.000    0.000    0.000    0.000 warnings.py:493(__exit__)
        3    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        3    0.000    0.000    0.000    0.000 weakref.py:290(update)
        2    0.000    0.000    0.000    0.000 weakref.py:356(__init__)
        1    0.000    0.000    0.000    0.000 x25519.py:14(X25519PublicKey)
        1    0.000    0.000    0.000    0.000 x25519.py:20(_X25519PublicKey)
        1    0.000    0.000    0.000    0.000 x25519.py:34(X25519PrivateKey)
        2    0.000    0.000    0.001    0.001 x25519.py:5(<module>)
        1    0.000    0.000    0.000    0.000 x25519.py:79(_X25519PrivateKey)
        1    0.000    0.000    0.000    0.000 x448.py:14(X448PublicKey)
        1    0.000    0.000    0.000    0.000 x448.py:17(_X448PublicKey)
        1    0.000    0.000    0.000    0.000 x448.py:34(X448PrivateKey)
        2    0.000    0.000    0.001    0.001 x448.py:5(<module>)
        1    0.000    0.000    0.000    0.000 x448.py:62(_X448PrivateKey)
        1    0.000    0.000    0.000    0.000 x509.py:166(_RevokedCertificate)
        1    0.000    0.000    0.000    0.000 x509.py:204(_CertificateRevocationList)
        1    0.000    0.000    0.000    0.000 x509.py:25(_Certificate)
        1    0.000    0.000    0.000    0.000 x509.py:377(_CertificateSigningRequest)
        1    0.000    0.000    0.000    0.000 x509.py:489(_SignedCertificateTimestamp)
        1    0.000    0.000    0.003    0.003 x509.py:5(<module>)
    65535    0.219    0.000    0.272    0.000 xldate.py:130(xldate_as_datetime)
        1    0.000    0.000    0.000    0.000 xldate.py:20(<module>)
        1    0.000    0.000    0.000    0.000 xldate.py:35(XLDateError)
        1    0.000    0.000    0.000    0.000 xldate.py:39(XLDateNegative)
        1    0.000    0.000    0.000    0.000 xldate.py:43(XLDateAmbiguous)
        1    0.000    0.000    0.000    0.000 xldate.py:47(XLDateTooLarge)
        1    0.000    0.000    0.000    0.000 xldate.py:51(XLDateBadDatemode)
        1    0.000    0.000    0.000    0.000 xldate.py:55(XLDateBadTuple)
    24014    0.004    0.000    0.004    0.000 xlsx.py:136(unescape)
    23976    0.030    0.000    0.045    0.000 xlsx.py:143(cooked_text)
    23976    0.028    0.000    0.079    0.000 xlsx.py:151(get_text_from_si_or_is)
        8    0.000    0.000    0.000    0.000 xlsx.py:179(cnv_ST_Xstring)
        2    0.000    0.000    0.000    0.000 xlsx.py:190(cnv_xsd_boolean)
        1    0.000    0.000    0.000    0.000 xlsx.py:259(X12General)
        4    0.000    0.000    0.014    0.003 xlsx.py:261(process_stream)
       46    0.000    0.000    0.000    0.000 xlsx.py:274(finish_off)
        1    0.000    0.000    0.000    0.000 xlsx.py:286(X12Book)
        2    0.000    0.000    0.000    0.000 xlsx.py:288(__init__)
        2    0.000    0.000    0.141    0.071 xlsx.py:30(ensure_elementtree_imported)
        2    0.000    0.000    0.001    0.000 xlsx.py:306(process_coreprops)
      130    0.000    0.000    0.000    0.000 xlsx.py:326(convert_filename)
        2    0.000    0.000    0.002    0.001 xlsx.py:330(process_rels)
       40    0.001    0.000    0.002    0.000 xlsx.py:373(do_sheet)
        2    0.000    0.000    0.000    0.000 xlsx.py:408(do_workbookpr)
        1    0.000    0.000    0.000    0.000 xlsx.py:421(X12SST)
        2    0.000    0.000    0.000    0.000 xlsx.py:423(__init__)
        2    0.040    0.020    0.375    0.188 xlsx.py:432(process_stream_iterparse)
        1    0.000    0.000    0.000    0.000 xlsx.py:470(X12Styles)
        2    0.000    0.000    0.000    0.000 xlsx.py:472(__init__)
        2    0.000    0.000    0.000    0.000 xlsx.py:485(do_cellstylexfs)
        2    0.000    0.000    0.000    0.000 xlsx.py:488(do_cellxfs)
        8    0.000    0.000    0.000    0.000 xlsx.py:491(do_numfmt)
      106    0.000    0.000    0.001    0.000 xlsx.py:501(do_xf)
        1    0.000    0.000    0.000    0.000 xlsx.py:526(X12Sheet)
       40    0.000    0.000    0.000    0.000 xlsx.py:528(__init__)
       40   30.591    0.765  469.700   11.742 xlsx.py:543(own_process_stream)
       40    0.000    0.000    0.001    0.000 xlsx.py:596(do_dimension)
        1    0.000    0.000    0.000    0.000 xlsx.py:6(<module>)
  2060196   76.946    0.000  116.511    0.000 xlsx.py:622(do_row)
        3    0.000    0.000    0.000    0.000 xlsx.py:74(augment_keys)
        2    0.169    0.085  470.409  235.205 xlsx.py:784(open_workbook_2007_xml)
       40    0.000    0.000    0.000    0.000 xlsx.py:86(cell_name_to_rowx_colx)
    26166    0.197    0.000    1.025    0.000 zipfile.py:1023(_read2)
       50    0.001    0.000    0.001    0.000 zipfile.py:1039(close)
        2    0.000    0.000    0.001    0.001 zipfile.py:1208(__init__)
        2    0.001    0.000    0.001    0.001 zipfile.py:1317(_RealGetContents)
        2    0.000    0.000    0.000    0.000 zipfile.py:1395(namelist)
        2    0.000    0.000    0.000    0.000 zipfile.py:1397(<listcomp>)
       50    0.000    0.000    0.000    0.000 zipfile.py:1426(getinfo)
       50    0.001    0.000    0.006    0.000 zipfile.py:1467(open)
    26020    0.024    0.000    0.024    0.000 zipfile.py:1516(<lambda>)
        2    0.000    0.000    0.000    0.000 zipfile.py:1807(__del__)
        2    0.000    0.000    0.000    0.000 zipfile.py:1811(close)
       52    0.000    0.000    0.000    0.000 zipfile.py:1935(_fpclose)
        2    0.000    0.000    0.000    0.000 zipfile.py:209(_EndRecData64)
        2    0.000    0.000    0.000    0.000 zipfile.py:252(_EndRecData)
       78    0.000    0.000    0.000    0.000 zipfile.py:339(__init__)
       78    0.000    0.000    0.000    0.000 zipfile.py:456(_decodeExtra)
        2    0.000    0.000    0.000    0.000 zipfile.py:675(_check_compression)
       50    0.000    0.000    0.000    0.000 zipfile.py:710(_get_decompressor)
       50    0.000    0.000    0.000    0.000 zipfile.py:728(__init__)
    26020    0.212    0.000    0.755    0.000 zipfile.py:747(read)
       50    0.000    0.000    0.000    0.000 zipfile.py:758(close)
       50    0.001    0.000    0.002    0.000 zipfile.py:799(__init__)
    43686    0.446    0.000    7.473    0.000 zipfile.py:907(read)
    43636    0.116    0.000    1.398    0.000 zipfile.py:940(_update_crc)
    43636    0.724    0.000    6.982    0.000 zipfile.py:987(_read1)
      445    0.008    0.000    0.008    0.000 {built-in method __new__ of type object at 0x5564e6394240}
      134    0.002    0.000    0.002    0.000 {built-in method _abc._abc_init}
       50    0.000    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
      167    0.000    0.000    0.001    0.000 {built-in method _abc._abc_register}
  362/186    0.002    0.000    0.002    0.000 {built-in method _abc._abc_subclasscheck}
      128    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
      263    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
     1584    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
    13/12    0.566    0.044    0.567    0.047 {built-in method _imp.create_dynamic}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
    13/12    0.082    0.006    0.228    0.019 {built-in method _imp.exec_dynamic}
       49    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      296    0.001    0.000    0.001    0.000 {built-in method _imp.is_frozen}
     1584    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.ASN1_STRING_set_default_mask_asc}
        1    0.011    0.011    0.011    0.011 {built-in method _openssl.Cryptography_add_osrandom_engine}
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.ENGINE_by_id}
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.ENGINE_finish}
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.ENGINE_free}
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.ENGINE_get_default_RAND}
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.ENGINE_init}
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.ENGINE_set_default_RAND}
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.ERR_clear_error}
        2    0.000    0.000    0.000    0.000 {built-in method _openssl.OpenSSL_add_all_algorithms}
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.RAND_set_rand_method}
        2    0.092    0.046    0.092    0.046 {built-in method _openssl.SSL_library_init}
        2    0.001    0.000    0.001    0.000 {built-in method _openssl.SSL_load_error_strings}
       68    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       62    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       51    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
      132    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
      603    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      710    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        8    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        7    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
     1113    0.041    0.000    0.092    0.000 {built-in method builtins.__build_class__}
    92/39    0.001    0.000    1.096    0.028 {built-in method builtins.__import__}
      9/8    0.000    0.000    0.013    0.002 {built-in method builtins.all}
      295    0.001    0.000    0.002    0.000 {built-in method builtins.any}
      368    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      525    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       13    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        3    0.001    0.000    0.001    0.000 {built-in method builtins.dir}
    65535    0.019    0.000    0.019    0.000 {built-in method builtins.divmod}
    279/1    0.004    0.000  475.387  475.387 {built-in method builtins.exec}
     5863    0.008    0.000    0.009    0.000 {built-in method builtins.getattr}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
4792/4451    0.005    0.000    0.156    0.000 {built-in method builtins.hasattr}
  224/223    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
      366    0.000    0.000    0.000    0.000 {built-in method builtins.id}
35184382/35184381    7.458    0.000    7.459    0.000 {built-in method builtins.isinstance}
      567    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
19048096/19047160    3.178    0.000    3.179    0.000 {built-in method builtins.len}
    69717    0.109    0.000    0.131    0.000 {built-in method builtins.max}
    27586    0.022    0.000    0.022    0.000 {built-in method builtins.min}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.next}
     2150    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       13    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
    65535    0.034    0.000    0.034    0.000 {built-in method builtins.round}
     2904    0.003    0.000    0.004    0.000 {built-in method builtins.setattr}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
       16    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
      809    0.001    0.000    0.001    0.000 {built-in method from_bytes}
      320    0.001    0.000    0.001    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 {built-in method gc.disable}
        1    0.000    0.000    0.000    0.000 {built-in method gc.enable}
        1    0.000    0.000    0.000    0.000 {built-in method gc.isenabled}
        4    0.000    0.000    0.000    0.000 {built-in method io.open}
      263    0.063    0.000    0.063    0.000 {built-in method marshal.loads}
        5    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
       48    0.000    0.000    0.000    0.000 {built-in method numpy.array}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.datetime_data}
       10    0.001    0.000    0.001    0.000 {built-in method numpy.empty}
        4    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        1    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_datetime_array}
        1    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.isnaobj}
        1    0.027    0.027    0.027    0.027 {built-in method pandas._libs.tslib.array_to_datetime}
      824    0.001    0.000    0.001    0.000 {built-in method posix.fspath}
        2    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
       42    0.003    0.000    0.003    0.000 {built-in method posix.listdir}
        1    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
     1125    0.387    0.000    0.387    0.000 {built-in method posix.stat}
       51    0.000    0.000    0.000    0.000 {built-in method pyexpat.ParserCreate}
       14    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
      366    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       13    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
    43686    1.282    0.000    1.282    0.000 {built-in method zlib.crc32}
       50    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
       50    0.000    0.000    0.000    0.000 {function ZipExtFile.close at 0x7f50535f69e0}
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x7f5036fd85f0}
    43686   80.401    0.002  263.133    0.006 {method 'Parse' of 'pyexpat.xmlparser' objects}
       95    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       47    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
      171    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
 35169040    4.341    0.000    4.341    0.000 {method 'append' of 'collections.deque' objects}
  4312622    0.849    0.000    0.849    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        4    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
  2084172    5.073    0.000    5.073    0.000 {method 'clear' of 'xml.etree.ElementTree.Element' objects}
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
       50    0.000    0.000    0.000    0.000 {method 'close' of 'xml.etree.ElementTree.TreeBuilder' objects}
        4    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       66    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
        4    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
      134    0.001    0.000    0.001    0.000 {method 'decode' of 'bytes' objects}
    43636    3.748    0.000    3.748    0.000 {method 'decompress' of 'zlib.Decompress' objects}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       16    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
 35169600    5.928    0.000    5.928    0.000 {method 'end' of 'xml.etree.ElementTree.TreeBuilder' objects}
      303    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
      302    0.000    0.000    0.000    0.000 {method 'extend' of 'array.array' objects}
      709    0.002    0.000    0.002    0.000 {method 'extend' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
     1498    0.001    0.000    0.001    0.000 {method 'find' of 'bytearray' objects}
       82    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        9    0.000    0.000    0.000    0.000 {method 'find_loader' of 'zipimport.zipimporter' objects}
        2    0.000    0.000    0.000    0.000 {method 'findall' of 'xml.etree.ElementTree.Element' objects}
       50    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
      163    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'from_buffer' of 'CompiledFFI' objects}
     3003    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
      431    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
 51675110   12.850    0.000   12.850    0.000 {method 'get' of 'xml.etree.ElementTree.Element' objects}
        1    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       26    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      911    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      136    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
     1234    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
      260    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
      124    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      123    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        6    0.000    0.000    0.000    0.000 {method 'iter' of 'xml.etree.ElementTree.Element' objects}
    26838    0.005    0.000    0.005    0.000 {method 'join' of 'str' objects}
       15    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
      134    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
       34    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 {method 'new_allocator' of 'CompiledFFI' objects}
      211    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
 35169040    4.323    0.000    4.323    0.000 {method 'popleft' of 'collections.deque' objects}
        5    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
    26028    0.384    0.000    0.384    0.000 {method 'read' of '_io.BufferedReader' objects}
      312    0.000    0.000    0.000    0.000 {method 'read' of '_io.BytesIO' objects}
      263    0.868    0.003    0.868    0.003 {method 'read' of '_io.FileIO' objects}
       17    0.002    0.000    0.002    0.000 {method 'reduce' of 'numpy.ufunc' objects}
       47    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
      157    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       76    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
     2350    0.002    0.000    0.002    0.000 {method 'rpartition' of 'str' objects}
       49    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
     5165    0.002    0.000    0.002    0.000 {method 'rstrip' of 'str' objects}
    26028    0.068    0.000    0.068    0.000 {method 'seek' of '_io.BufferedReader' objects}
       50    0.000    0.000    0.000    0.000 {method 'seekable' of '_io.BufferedReader' objects}
       30    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       26    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       12    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        8    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
      455    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
 35169600   26.291    0.000   26.291    0.000 {method 'start' of 'xml.etree.ElementTree.TreeBuilder' objects}
     2056    0.001    0.000    0.001    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'string' of 'CompiledFFI' objects}
    23978    0.004    0.000    0.004    0.000 {method 'strip' of 'str' objects}
       60    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        8    0.000    0.000    0.001    0.000 {method 'sum' of 'numpy.ndarray' objects}
    26072    0.067    0.000    0.067    0.000 {method 'tell' of '_io.BufferedReader' objects}
    65535    0.673    0.000    0.673    0.000 {method 'timetuple' of 'datetime.datetime' objects}
        1    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
      192    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        5    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       43    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        5    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
      733    0.001    0.000    0.001    0.000 {method 'values' of 'mappingproxy' objects}
        5    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        8    0.094    0.012    0.094    0.012 {pandas._libs.algos.ensure_object}
        2    0.013    0.006    0.013    0.006 {pandas._libs.lib.array_equivalent_object}
        2    0.000    0.000    0.000    0.000 {pandas._libs.lib.clean_index_list}
        3    0.010    0.003    0.010    0.003 {pandas._libs.lib.infer_datetimelike_array}
        5    0.015    0.003    0.016    0.003 {pandas._libs.lib.infer_dtype}
        1    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool}
       11    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_float}
        4    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_integer}
       23    0.000    0.000    0.001    0.000 {pandas._libs.lib.is_list_like}
       25    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_scalar}
       11    0.164    0.015    0.164    0.015 {pandas._libs.lib.maybe_convert_numeric}
        1    0.019    0.019    0.019    0.019 {pandas._libs.lib.to_object_array}
        5    0.000    0.000    0.000    0.000 {pandas._libs.lib.values_from_object}
        3    0.016    0.005    0.016    0.005 {pandas._libs.ops.maybe_convert_bool}
        3    0.033    0.011    0.033    0.011 {pandas._libs.parsers.sanitize_objects}


